Id	Jacket	Title	Artist	Game Version	Category	Dx Version	Difficulty Id	International	Locked	Uni	Uni+	Fes	Fes+	Power	Tech	Intelligence	Stamina	Trills	Spins	Search Tags
482	https://maimaidx-eng.com/maimai-mobile/img/Music/f051590fb4cf9e96.png	KING is BACK!!	A-One	512	2	1	8	1	0	13.8	13.8	13.8	13.8	1			1		1	king is back, aone, KING is BACK!!, A-One
483	https://maimaidx-eng.com/maimai-mobile/img/Music/3cb7213bbbf15068.png	Streak	ARM(IOSYS)	2	2	1	1	1	0	6.0	6.0	6.0	6.0							streak, armiosys, Streak, ARM(IOSYS)
483	https://maimaidx-eng.com/maimai-mobile/img/Music/3cb7213bbbf15068.png	Streak	ARM(IOSYS)	2	2	1	2	1	0	7.0	7.0	7.0	7.0							streak, armiosys, Streak, ARM(IOSYS)
483	https://maimaidx-eng.com/maimai-mobile/img/Music/3cb7213bbbf15068.png	Streak	ARM(IOSYS)	2	2	1	4	1	0	11.7	11.7	11.7	11.7							streak, armiosys, Streak, ARM(IOSYS)
483	https://maimaidx-eng.com/maimai-mobile/img/Music/3cb7213bbbf15068.png	Streak	ARM(IOSYS)	2	2	1	8	1	0	13.1	13.4	13.4	13.7							streak, armiosys, Streak, ARM(IOSYS)
484	https://maimaidx-eng.com/maimai-mobile/img/Music/9297d312adadbabf.png	Spin me harder	D.watt(IOSYS)feat. Asana	2	2	1	1	1	0	6.0	6.0	6.0	6.0							spin me harder, dwattiosysfeat asana, Spin me harder, D.watt(IOSYS)feat. Asana
484	https://maimaidx-eng.com/maimai-mobile/img/Music/9297d312adadbabf.png	Spin me harder	D.watt(IOSYS)feat. Asana	2	2	1	2	1	0	7.0	7.0	7.0	7.0							spin me harder, dwattiosysfeat asana, Spin me harder, D.watt(IOSYS)feat. Asana
484	https://maimaidx-eng.com/maimai-mobile/img/Music/9297d312adadbabf.png	Spin me harder	D.watt(IOSYS)feat. Asana	2	2	1	4	1	0	11.0	11.0	11.0	11.0							spin me harder, dwattiosysfeat asana, Spin me harder, D.watt(IOSYS)feat. Asana
484	https://maimaidx-eng.com/maimai-mobile/img/Music/9297d312adadbabf.png	Spin me harder	D.watt(IOSYS)feat. Asana	2	2	1	8	1	0	13.0	13.3	13.3	13.4							spin me harder, dwattiosysfeat asana, Spin me harder, D.watt(IOSYS)feat. Asana
485	https://maimaidx-eng.com/maimai-mobile/img/Music/1c7a37b61084b07c.png	Turn around	Clean Tears	2	2	1	1	1	0	6.0	6.0	6.0	6.0							turn around, clean tears, Turn around, Clean Tears
485	https://maimaidx-eng.com/maimai-mobile/img/Music/1c7a37b61084b07c.png	Turn around	Clean Tears	2	2	1	2	1	0	7.0	7.0	7.0	7.0							turn around, clean tears, Turn around, Clean Tears
485	https://maimaidx-eng.com/maimai-mobile/img/Music/1c7a37b61084b07c.png	Turn around	Clean Tears	2	2	1	4	1	0	12.0	12.0	12.0	12.0							turn around, clean tears, Turn around, Clean Tears
485	https://maimaidx-eng.com/maimai-mobile/img/Music/1c7a37b61084b07c.png	Turn around	Clean Tears	2	2	1	8	1	0	13.2	13.5	13.5	13.7							turn around, clean tears, Turn around, Clean Tears
486	https://maimaidx-eng.com/maimai-mobile/img/Music/ef8dd39a0468c359.png	SPILL OVER COLORS	矢鴇つかさ feat. kalon.	1024	2	1	1	1	0	4.0	4.0	4.0	4.0							spill over colors, yatokitsukasa feat kalon, SPILL OVER COLORS, 矢鴇つかさ feat. kalon.
486	https://maimaidx-eng.com/maimai-mobile/img/Music/ef8dd39a0468c359.png	SPILL OVER COLORS	矢鴇つかさ feat. kalon.	1024	2	1	2	1	0	7.7	7.7	7.7	7.7							spill over colors, yatokitsukasa feat kalon, SPILL OVER COLORS, 矢鴇つかさ feat. kalon.
486	https://maimaidx-eng.com/maimai-mobile/img/Music/ef8dd39a0468c359.png	SPILL OVER COLORS	矢鴇つかさ feat. kalon.	1024	2	1	4	1	0	10.7	10.7	10.7	10.7							spill over colors, yatokitsukasa feat kalon, SPILL OVER COLORS, 矢鴇つかさ feat. kalon.
486	https://maimaidx-eng.com/maimai-mobile/img/Music/ef8dd39a0468c359.png	SPILL OVER COLORS	矢鴇つかさ feat. kalon.	1024	2	1	8	1	0	13.0	13.3	13.3	13.3							spill over colors, yatokitsukasa feat kalon, SPILL OVER COLORS, 矢鴇つかさ feat. kalon.
487	https://maimaidx-eng.com/maimai-mobile/img/Music/2454ef7c65d00f77.png	Schwarzschild	Tsukasa	4096	2	1	1	1	0	6.0	6.0	6.0	6.0							schwarzschild, tsukasa, Schwarzschild, Tsukasa
487	https://maimaidx-eng.com/maimai-mobile/img/Music/2454ef7c65d00f77.png	Schwarzschild	Tsukasa	4096	2	1	2	1	0	8.7	8.7	8.7	8.7							schwarzschild, tsukasa, Schwarzschild, Tsukasa
487	https://maimaidx-eng.com/maimai-mobile/img/Music/2454ef7c65d00f77.png	Schwarzschild	Tsukasa	4096	2	1	4	1	0	12.9	12.9	12.9	12.9							schwarzschild, tsukasa, Schwarzschild, Tsukasa
487	https://maimaidx-eng.com/maimai-mobile/img/Music/2454ef7c65d00f77.png	Schwarzschild	Tsukasa	4096	2	1	8	1	0	13.9	14.0	14.0	14.0					1	1	schwarzschild, tsukasa, Schwarzschild, Tsukasa
487	https://maimaidx-eng.com/maimai-mobile/img/Music/2454ef7c65d00f77.png	Schwarzschild	Tsukasa	4096	2	1	16	1	0	14.9	14.9	14.9	14.9		1	1		1		schwarzschild, tsukasa, Schwarzschild, Tsukasa
488	https://maimaidx-eng.com/maimai-mobile/img/Music/cf0c75be95ea0056.png	Black Out	Tsukasa(Arte Refact)	2	2	1	1	1	0	6.0	6.0	6.0	6.0							black out, tsukasaarte refact, Black Out, Tsukasa(Arte Refact)
488	https://maimaidx-eng.com/maimai-mobile/img/Music/cf0c75be95ea0056.png	Black Out	Tsukasa(Arte Refact)	2	2	1	2	1	0	7.0	7.0	7.0	7.0							black out, tsukasaarte refact, Black Out, Tsukasa(Arte Refact)
488	https://maimaidx-eng.com/maimai-mobile/img/Music/cf0c75be95ea0056.png	Black Out	Tsukasa(Arte Refact)	2	2	1	4	1	0	13.0	13.0	13.0	13.0		1					black out, tsukasaarte refact, Black Out, Tsukasa(Arte Refact)
488	https://maimaidx-eng.com/maimai-mobile/img/Music/cf0c75be95ea0056.png	Black Out	Tsukasa(Arte Refact)	2	2	1	8	1	0	12.7	13.2	13.2	13.2							black out, tsukasaarte refact, Black Out, Tsukasa(Arte Refact)
489	https://maimaidx-eng.com/maimai-mobile/img/Music/2bb3f7cff734ce6a.png	Fragrance	Tsukasa(Arte Refact)	2	2	1	1	1	0	5.0	5.0	5.0	5.0							fragrance, tsukasaarte refact, Fragrance, Tsukasa(Arte Refact)
489	https://maimaidx-eng.com/maimai-mobile/img/Music/2bb3f7cff734ce6a.png	Fragrance	Tsukasa(Arte Refact)	2	2	1	2	1	0	8.0	8.0	8.0	8.0							fragrance, tsukasaarte refact, Fragrance, Tsukasa(Arte Refact)
489	https://maimaidx-eng.com/maimai-mobile/img/Music/2bb3f7cff734ce6a.png	Fragrance	Tsukasa(Arte Refact)	2	2	1	4	1	0	12.0	12.0	12.0	12.0							fragrance, tsukasaarte refact, Fragrance, Tsukasa(Arte Refact)
489	https://maimaidx-eng.com/maimai-mobile/img/Music/2bb3f7cff734ce6a.png	Fragrance	Tsukasa(Arte Refact)	2	2	1	8	1	0	14.2	14.2	14.2	14.2			1				fragrance, tsukasaarte refact, Fragrance, Tsukasa(Arte Refact)
489	https://maimaidx-eng.com/maimai-mobile/img/Music/2bb3f7cff734ce6a.png	Fragrance	Tsukasa(Arte Refact)	2	2	1	16	1	0	14.5	14.5	14.5	14.5			1				fragrance, tsukasaarte refact, Fragrance, Tsukasa(Arte Refact)
490	https://maimaidx-eng.com/maimai-mobile/img/Music/de90828ed738aa17.png	Nerverakes	Taishi	2	2	1	1	1	0	6.0	6.0	6.0	6.0							nerverakes, taishi, Nerverakes, Taishi
490	https://maimaidx-eng.com/maimai-mobile/img/Music/de90828ed738aa17.png	Nerverakes	Taishi	2	2	1	2	1	0	7.0	7.0	7.0	7.0							nerverakes, taishi, Nerverakes, Taishi
490	https://maimaidx-eng.com/maimai-mobile/img/Music/de90828ed738aa17.png	Nerverakes	Taishi	2	2	1	4	1	0	10.7	10.7	10.7	10.7							nerverakes, taishi, Nerverakes, Taishi
490	https://maimaidx-eng.com/maimai-mobile/img/Music/de90828ed738aa17.png	Nerverakes	Taishi	2	2	1	8	1	0	13.8	13.8	13.9	13.9			1	1	1		nerverakes, taishi, Nerverakes, Taishi
491	https://maimaidx-eng.com/maimai-mobile/img/Music/cfcb71703c6ce7a1.png	Sprintrances	Taishi	2	2	1	1	1	0	5.0	5.0	5.0	5.0							sprintrances, taishi, Sprintrances, Taishi
491	https://maimaidx-eng.com/maimai-mobile/img/Music/cfcb71703c6ce7a1.png	Sprintrances	Taishi	2	2	1	2	1	0	7.7	7.7	7.7	7.7							sprintrances, taishi, Sprintrances, Taishi
491	https://maimaidx-eng.com/maimai-mobile/img/Music/cfcb71703c6ce7a1.png	Sprintrances	Taishi	2	2	1	4	1	0	10.0	10.0	10.0	10.0							sprintrances, taishi, Sprintrances, Taishi
491	https://maimaidx-eng.com/maimai-mobile/img/Music/cfcb71703c6ce7a1.png	Sprintrances	Taishi	2	2	1	8	1	0	12.8	13.3	13.3	13.3							sprintrances, taishi, Sprintrances, Taishi
492	https://maimaidx-eng.com/maimai-mobile/img/Music/aee19bd4029d2d47.png	air's gravity	zts	2	2	1	1	1	0	5.0	5.0	5.0	5.0							airs gravity, zts, air's gravity, zts
492	https://maimaidx-eng.com/maimai-mobile/img/Music/aee19bd4029d2d47.png	air's gravity	zts	2	2	1	2	1	0	7.7	7.7	7.7	7.7							airs gravity, zts, air's gravity, zts
492	https://maimaidx-eng.com/maimai-mobile/img/Music/aee19bd4029d2d47.png	air's gravity	zts	2	2	1	4	1	0	10.0	10.0	10.0	10.0							airs gravity, zts, air's gravity, zts
492	https://maimaidx-eng.com/maimai-mobile/img/Music/aee19bd4029d2d47.png	air's gravity	zts	2	2	1	8	1	0	13.0	13.3	13.3	13.3							airs gravity, zts, air's gravity, zts
492	https://maimaidx-eng.com/maimai-mobile/img/Music/aee19bd4029d2d47.png	air's gravity	zts	2	2	1	16	1	0	13.5	13.5	13.5	13.5							airs gravity, zts, air's gravity, zts
493	https://maimaidx-eng.com/maimai-mobile/img/Music/576d1cf555d8b20e.png	Night Fly	発熱巫女～ず	2	2	1	1	1	0	4.0	4.0	4.0	4.0							night fly, hatsunetsumikozu, Night Fly, 発熱巫女～ず
493	https://maimaidx-eng.com/maimai-mobile/img/Music/576d1cf555d8b20e.png	Night Fly	発熱巫女～ず	2	2	1	2	1	0	7.0	7.0	7.0	7.0							night fly, hatsunetsumikozu, Night Fly, 発熱巫女～ず
493	https://maimaidx-eng.com/maimai-mobile/img/Music/576d1cf555d8b20e.png	Night Fly	発熱巫女～ず	2	2	1	4	1	0	10.7	10.7	10.7	10.7							night fly, hatsunetsumikozu, Night Fly, 発熱巫女～ず
493	https://maimaidx-eng.com/maimai-mobile/img/Music/576d1cf555d8b20e.png	Night Fly	発熱巫女～ず	2	2	1	8	1	0	12.7	13.2	13.2	13.2							night fly, hatsunetsumikozu, Night Fly, 発熱巫女～ず
493	https://maimaidx-eng.com/maimai-mobile/img/Music/576d1cf555d8b20e.png	Night Fly	発熱巫女～ず	2	2	1	16	1	0	12.9	13.4	13.4	13.4							night fly, hatsunetsumikozu, Night Fly, 発熱巫女～ず
494	https://maimaidx-eng.com/maimai-mobile/img/Music/e5ddcd58940726b0.png	Feel My Fire	発熱巫女～ず	2	2	1	1	1	0	4.0	4.0	4.0	4.0							feel my fire, hatsunetsumikozu, Feel My Fire, 発熱巫女～ず
494	https://maimaidx-eng.com/maimai-mobile/img/Music/e5ddcd58940726b0.png	Feel My Fire	発熱巫女～ず	2	2	1	2	1	0	8.0	8.0	8.0	8.0							feel my fire, hatsunetsumikozu, Feel My Fire, 発熱巫女～ず
494	https://maimaidx-eng.com/maimai-mobile/img/Music/e5ddcd58940726b0.png	Feel My Fire	発熱巫女～ず	2	2	1	4	1	0	10.0	10.0	10.0	10.0							feel my fire, hatsunetsumikozu, Feel My Fire, 発熱巫女～ず
494	https://maimaidx-eng.com/maimai-mobile/img/Music/e5ddcd58940726b0.png	Feel My Fire	発熱巫女～ず	2	2	1	8	1	0	12.7	13.2	13.2	13.2							feel my fire, hatsunetsumikozu, Feel My Fire, 発熱巫女～ず
495	https://maimaidx-eng.com/maimai-mobile/img/Music/055586e227c60d9c.png	Starlight Disco	loos feat. Meramipop	2	2	1	1	1	0	4.0	4.0	4.0	4.0							starlight disco, loos feat meramipop, Starlight Disco, loos feat. Meramipop
495	https://maimaidx-eng.com/maimai-mobile/img/Music/055586e227c60d9c.png	Starlight Disco	loos feat. Meramipop	2	2	1	2	1	0	7.0	7.0	7.0	7.0							starlight disco, loos feat meramipop, Starlight Disco, loos feat. Meramipop
495	https://maimaidx-eng.com/maimai-mobile/img/Music/055586e227c60d9c.png	Starlight Disco	loos feat. Meramipop	2	2	1	4	1	0	10.7	10.7	10.7	10.7							starlight disco, loos feat meramipop, Starlight Disco, loos feat. Meramipop
495	https://maimaidx-eng.com/maimai-mobile/img/Music/055586e227c60d9c.png	Starlight Disco	loos feat. Meramipop	2	2	1	8	1	0	11.7	11.7	11.7	11.7							starlight disco, loos feat meramipop, Starlight Disco, loos feat. Meramipop
495	https://maimaidx-eng.com/maimai-mobile/img/Music/055586e227c60d9c.png	Starlight Disco	loos feat. Meramipop	2	2	1	16	1	0	12.0	12.0	12.0	12.0							starlight disco, loos feat meramipop, Starlight Disco, loos feat. Meramipop
496	https://maimaidx-eng.com/maimai-mobile/img/Music/b20f7689f45f7fd2.png	ENJOY POLIS	LOPIT	4096	2	1	1	1	0	5.0	5.0	5.0	5.0							enjoy polis, lopit, ENJOY POLIS, LOPIT
496	https://maimaidx-eng.com/maimai-mobile/img/Music/b20f7689f45f7fd2.png	ENJOY POLIS	LOPIT	4096	2	1	2	1	0	7.0	7.0	7.0	7.0							enjoy polis, lopit, ENJOY POLIS, LOPIT
496	https://maimaidx-eng.com/maimai-mobile/img/Music/b20f7689f45f7fd2.png	ENJOY POLIS	LOPIT	4096	2	1	4	1	0	9.7	9.7	9.7	9.7							enjoy polis, lopit, ENJOY POLIS, LOPIT
496	https://maimaidx-eng.com/maimai-mobile/img/Music/b20f7689f45f7fd2.png	ENJOY POLIS	LOPIT	4096	2	1	8	1	0	12.9	12.9	12.9	12.9							enjoy polis, lopit, ENJOY POLIS, LOPIT
497	https://maimaidx-eng.com/maimai-mobile/img/Music/d3b6c643833fed2b.png	記憶、記録	LOPIT(SEGA)	4	2	1	1	1	0	4.0	4.0	4.0	4.0							kioku,kiroku, lopitsega, 記憶、記録, LOPIT(SEGA)
497	https://maimaidx-eng.com/maimai-mobile/img/Music/d3b6c643833fed2b.png	記憶、記録	LOPIT(SEGA)	4	2	1	2	1	0	8.0	8.0	8.0	8.0							kioku,kiroku, lopitsega, 記憶、記録, LOPIT(SEGA)
497	https://maimaidx-eng.com/maimai-mobile/img/Music/d3b6c643833fed2b.png	記憶、記録	LOPIT(SEGA)	4	2	1	4	1	0	10.0	10.0	10.0	10.0							kioku,kiroku, lopitsega, 記憶、記録, LOPIT(SEGA)
497	https://maimaidx-eng.com/maimai-mobile/img/Music/d3b6c643833fed2b.png	記憶、記録	LOPIT(SEGA)	4	2	1	8	1	0	13.1	13.4	13.4	13.4	1	1					kioku,kiroku, lopitsega, 記憶、記録, LOPIT(SEGA)
497	https://maimaidx-eng.com/maimai-mobile/img/Music/d3b6c643833fed2b.png	記憶、記録	LOPIT(SEGA)	4	2	1	16	1	0	0.0	0.0	14.0	14.2	1	1					kioku,kiroku, lopitsega, 記憶、記録, LOPIT(SEGA)
498	https://maimaidx-eng.com/maimai-mobile/img/Music/731371df3ac09a9c.png	connecting with you	Takahiro Eguchi feat. 三澤秋	128	2	1	1	1	0	4.0	4.0	4.0	4.0							connecting with you, takahiro eguchi feat misawaaki, connecting with you, Takahiro Eguchi feat. 三澤秋
498	https://maimaidx-eng.com/maimai-mobile/img/Music/731371df3ac09a9c.png	connecting with you	Takahiro Eguchi feat. 三澤秋	128	2	1	2	1	0	7.0	7.0	7.0	7.0							connecting with you, takahiro eguchi feat misawaaki, connecting with you, Takahiro Eguchi feat. 三澤秋
498	https://maimaidx-eng.com/maimai-mobile/img/Music/731371df3ac09a9c.png	connecting with you	Takahiro Eguchi feat. 三澤秋	128	2	1	4	1	0	9.7	9.7	9.7	9.7							connecting with you, takahiro eguchi feat misawaaki, connecting with you, Takahiro Eguchi feat. 三澤秋
498	https://maimaidx-eng.com/maimai-mobile/img/Music/731371df3ac09a9c.png	connecting with you	Takahiro Eguchi feat. 三澤秋	128	2	1	8	1	0	12.7	13.2	13.2	13.2							connecting with you, takahiro eguchi feat misawaaki, connecting with you, Takahiro Eguchi feat. 三澤秋
499	https://maimaidx-eng.com/maimai-mobile/img/Music/4f526bd3f2d19ef2.png	アージェントシンメトリー	Sta feat.b	64	2	1	1	1	0	4.0	4.0	4.0	4.0							jentoshimmetor, sta featb, アージェントシンメトリー, Sta feat.b
499	https://maimaidx-eng.com/maimai-mobile/img/Music/4f526bd3f2d19ef2.png	アージェントシンメトリー	Sta feat.b	64	2	1	2	1	0	6.0	6.0	6.0	6.0							jentoshimmetor, sta featb, アージェントシンメトリー, Sta feat.b
499	https://maimaidx-eng.com/maimai-mobile/img/Music/4f526bd3f2d19ef2.png	アージェントシンメトリー	Sta feat.b	64	2	1	4	1	0	9.7	9.7	9.7	9.7							jentoshimmetor, sta featb, アージェントシンメトリー, Sta feat.b
499	https://maimaidx-eng.com/maimai-mobile/img/Music/4f526bd3f2d19ef2.png	アージェントシンメトリー	Sta feat.b	64	2	1	8	1	0	12.9	13.4	13.4	13.4							jentoshimmetor, sta featb, アージェントシンメトリー, Sta feat.b
499	https://maimaidx-eng.com/maimai-mobile/img/Music/4f526bd3f2d19ef2.png	アージェントシンメトリー	Sta feat.b	64	2	1	16	1	0	13.9	13.9	13.9	13.9		1			1	1	jentoshimmetor, sta featb, アージェントシンメトリー, Sta feat.b
500	https://maimaidx-eng.com/maimai-mobile/img/Music/def8c4162b0cb791.png	Dreampainter	Sta feat.tigerlily and DOT96	16	2	1	1	1	0	4.0	4.0	4.0	4.0							dreampainter, sta feattigerlily and dot96, Dreampainter, Sta feat.tigerlily and DOT96
500	https://maimaidx-eng.com/maimai-mobile/img/Music/def8c4162b0cb791.png	Dreampainter	Sta feat.tigerlily and DOT96	16	2	1	2	1	0	7.0	7.0	7.0	7.0							dreampainter, sta feattigerlily and dot96, Dreampainter, Sta feat.tigerlily and DOT96
500	https://maimaidx-eng.com/maimai-mobile/img/Music/def8c4162b0cb791.png	Dreampainter	Sta feat.tigerlily and DOT96	16	2	1	4	1	0	10.0	10.0	10.0	10.0							dreampainter, sta feattigerlily and dot96, Dreampainter, Sta feat.tigerlily and DOT96
500	https://maimaidx-eng.com/maimai-mobile/img/Music/def8c4162b0cb791.png	Dreampainter	Sta feat.tigerlily and DOT96	16	2	1	8	1	0	13.0	13.0	13.0	12.9							dreampainter, sta feattigerlily and dot96, Dreampainter, Sta feat.tigerlily and DOT96
501	https://maimaidx-eng.com/maimai-mobile/img/Music/89ff5ab582f47732.png	Monochrome Rainbow	Sta	8	2	1	1	1	0	4.0	4.0	4.0	4.0							monochrome raimbow, sta, Monochrome Rainbow, Sta
501	https://maimaidx-eng.com/maimai-mobile/img/Music/89ff5ab582f47732.png	Monochrome Rainbow	Sta	8	2	1	2	1	0	7.7	7.7	7.7	7.7							monochrome raimbow, sta, Monochrome Rainbow, Sta
501	https://maimaidx-eng.com/maimai-mobile/img/Music/89ff5ab582f47732.png	Monochrome Rainbow	Sta	8	2	1	4	1	0	9.7	9.7	9.7	9.7							monochrome raimbow, sta, Monochrome Rainbow, Sta
501	https://maimaidx-eng.com/maimai-mobile/img/Music/89ff5ab582f47732.png	Monochrome Rainbow	Sta	8	2	1	8	1	0	13.0	13.0	13.0	13.0							monochrome raimbow, sta, Monochrome Rainbow, Sta
502	https://maimaidx-eng.com/maimai-mobile/img/Music/1302aa1b571e7ef0.png	Beat of getting entangled	Shoichiro Hirata	4	2	1	1	1	0	5.0	5.0	5.0	5.0							beat of getting entangled, shoichiro hirata, Beat of getting entangled, Shoichiro Hirata
502	https://maimaidx-eng.com/maimai-mobile/img/Music/1302aa1b571e7ef0.png	Beat of getting entangled	Shoichiro Hirata	4	2	1	2	1	0	8.0	8.0	8.0	8.0							beat of getting entangled, shoichiro hirata, Beat of getting entangled, Shoichiro Hirata
502	https://maimaidx-eng.com/maimai-mobile/img/Music/1302aa1b571e7ef0.png	Beat of getting entangled	Shoichiro Hirata	4	2	1	4	1	0	11.7	11.7	11.7	11.7							beat of getting entangled, shoichiro hirata, Beat of getting entangled, Shoichiro Hirata
502	https://maimaidx-eng.com/maimai-mobile/img/Music/1302aa1b571e7ef0.png	Beat of getting entangled	Shoichiro Hirata	4	2	1	8	1	0	13.7	13.7	13.7	13.7							beat of getting entangled, shoichiro hirata, Beat of getting entangled, Shoichiro Hirata
502	https://maimaidx-eng.com/maimai-mobile/img/Music/1302aa1b571e7ef0.png	Beat of getting entangled	Shoichiro Hirata	4	2	1	16	1	0	14.5	14.5	14.5	14.5							beat of getting entangled, shoichiro hirata, Beat of getting entangled, Shoichiro Hirata
503	https://maimaidx-eng.com/maimai-mobile/img/Music/967e724b039ec9dc.png	MIRROR of MAGIC	Shoichiro Hirata feat.SUIMI	16	2	1	1	1	0	4.0	4.0	4.0	4.0							mirror of magic, shoichiro hirata featsuimi, MIRROR of MAGIC, Shoichiro Hirata feat.SUIMI
503	https://maimaidx-eng.com/maimai-mobile/img/Music/967e724b039ec9dc.png	MIRROR of MAGIC	Shoichiro Hirata feat.SUIMI	16	2	1	2	1	0	7.0	7.0	7.0	7.0							mirror of magic, shoichiro hirata featsuimi, MIRROR of MAGIC, Shoichiro Hirata feat.SUIMI
503	https://maimaidx-eng.com/maimai-mobile/img/Music/967e724b039ec9dc.png	MIRROR of MAGIC	Shoichiro Hirata feat.SUIMI	16	2	1	4	1	0	9.7	9.7	9.7	9.7							mirror of magic, shoichiro hirata featsuimi, MIRROR of MAGIC, Shoichiro Hirata feat.SUIMI
503	https://maimaidx-eng.com/maimai-mobile/img/Music/967e724b039ec9dc.png	MIRROR of MAGIC	Shoichiro Hirata feat.SUIMI	16	2	1	8	1	0	12.7	13.2	13.2	13.2							mirror of magic, shoichiro hirata featsuimi, MIRROR of MAGIC, Shoichiro Hirata feat.SUIMI
504	https://maimaidx-eng.com/maimai-mobile/img/Music/cb8668f6f951b5ac.png	Cosmic Train	Shoichiro Hirata feat.SUIMI	4	2	1	1	1	0	4.0	4.0	4.0	4.0							cosmic train, shoichiro hirata featsuimi, Cosmic Train, Shoichiro Hirata feat.SUIMI
504	https://maimaidx-eng.com/maimai-mobile/img/Music/cb8668f6f951b5ac.png	Cosmic Train	Shoichiro Hirata feat.SUIMI	4	2	1	2	1	0	5.0	5.0	5.0	5.0							cosmic train, shoichiro hirata featsuimi, Cosmic Train, Shoichiro Hirata feat.SUIMI
504	https://maimaidx-eng.com/maimai-mobile/img/Music/cb8668f6f951b5ac.png	Cosmic Train	Shoichiro Hirata feat.SUIMI	4	2	1	4	1	0	9.7	9.7	9.7	9.7							cosmic train, shoichiro hirata featsuimi, Cosmic Train, Shoichiro Hirata feat.SUIMI
504	https://maimaidx-eng.com/maimai-mobile/img/Music/cb8668f6f951b5ac.png	Cosmic Train	Shoichiro Hirata feat.SUIMI	4	2	1	8	1	0	11.7	11.7	11.7	11.7							cosmic train, shoichiro hirata featsuimi, Cosmic Train, Shoichiro Hirata feat.SUIMI
505	https://maimaidx-eng.com/maimai-mobile/img/Music/8cba62be80c4af2d.png	Believe the Rainbow	Shoichiro Hirata feat.Sana	4096	2	1	1	1	0	4.0	4.0	4.0	4.0							believe the raimbow, shoichiro hirata featsana, Believe the Rainbow, Shoichiro Hirata feat.Sana
505	https://maimaidx-eng.com/maimai-mobile/img/Music/8cba62be80c4af2d.png	Believe the Rainbow	Shoichiro Hirata feat.Sana	4096	2	1	2	1	0	7.7	7.7	7.7	7.7							believe the raimbow, shoichiro hirata featsana, Believe the Rainbow, Shoichiro Hirata feat.Sana
505	https://maimaidx-eng.com/maimai-mobile/img/Music/8cba62be80c4af2d.png	Believe the Rainbow	Shoichiro Hirata feat.Sana	4096	2	1	4	1	0	9.0	9.0	9.0	9.0							believe the raimbow, shoichiro hirata featsana, Believe the Rainbow, Shoichiro Hirata feat.Sana
505	https://maimaidx-eng.com/maimai-mobile/img/Music/8cba62be80c4af2d.png	Believe the Rainbow	Shoichiro Hirata feat.Sana	4096	2	1	8	1	0	13.3	13.3	13.3	13.4			1				believe the raimbow, shoichiro hirata featsana, Believe the Rainbow, Shoichiro Hirata feat.Sana
506	https://maimaidx-eng.com/maimai-mobile/img/Music/91e7bba0add6385c.png	高気圧ねこロック	小野隊長とJimmy親分	128	2	1	1	1	0	5.0	5.0	5.0	5.0							kkiatsunekorokku, onotaichtojimmyoyabun, 高気圧ねこロック, 小野隊長とJimmy親分
506	https://maimaidx-eng.com/maimai-mobile/img/Music/91e7bba0add6385c.png	高気圧ねこロック	小野隊長とJimmy親分	128	2	1	2	1	0	8.0	8.0	8.0	8.0							kkiatsunekorokku, onotaichtojimmyoyabun, 高気圧ねこロック, 小野隊長とJimmy親分
506	https://maimaidx-eng.com/maimai-mobile/img/Music/91e7bba0add6385c.png	高気圧ねこロック	小野隊長とJimmy親分	128	2	1	4	1	0	10.7	10.7	10.7	10.7							kkiatsunekorokku, onotaichtojimmyoyabun, 高気圧ねこロック, 小野隊長とJimmy親分
506	https://maimaidx-eng.com/maimai-mobile/img/Music/91e7bba0add6385c.png	高気圧ねこロック	小野隊長とJimmy親分	128	2	1	8	1	0	13.6	13.9	13.8	13.8							kkiatsunekorokku, onotaichtojimmyoyabun, 高気圧ねこロック, 小野隊長とJimmy親分
507	https://maimaidx-eng.com/maimai-mobile/img/Music/b1db65900e40e9b0.png	Prophesy One	vox2（小野秀幸）	128	2	1	1	1	0	6.0	6.0	6.0	6.0							prophesy one, vox2onohideyuki, Prophesy One, vox2（小野秀幸）
507	https://maimaidx-eng.com/maimai-mobile/img/Music/b1db65900e40e9b0.png	Prophesy One	vox2（小野秀幸）	128	2	1	2	1	0	8.0	8.0	8.0	8.0							prophesy one, vox2onohideyuki, Prophesy One, vox2（小野秀幸）
507	https://maimaidx-eng.com/maimai-mobile/img/Music/b1db65900e40e9b0.png	Prophesy One	vox2（小野秀幸）	128	2	1	4	1	0	12.4	12.4	12.4	12.4							prophesy one, vox2onohideyuki, Prophesy One, vox2（小野秀幸）
507	https://maimaidx-eng.com/maimai-mobile/img/Music/b1db65900e40e9b0.png	Prophesy One	vox2（小野秀幸）	128	2	1	8	1	0	14.5	14.5	14.5	14.5		1				1	prophesy one, vox2onohideyuki, Prophesy One, vox2（小野秀幸）
508	https://maimaidx-eng.com/maimai-mobile/img/Music/118a606730c3ff82.png	BETTER CHOICE	Jimmy Weckl feat.高貴みな	16	2	1	1	1	0	5.0	5.0	5.0	5.0							better choice, jimmy weckl featkkimina, BETTER CHOICE, Jimmy Weckl feat.高貴みな
508	https://maimaidx-eng.com/maimai-mobile/img/Music/118a606730c3ff82.png	BETTER CHOICE	Jimmy Weckl feat.高貴みな	16	2	1	2	1	0	7.0	7.0	7.0	7.0							better choice, jimmy weckl featkkimina, BETTER CHOICE, Jimmy Weckl feat.高貴みな
